text,emotion,response,langs_used
Tôi cảm ơn các bạn vì những người chú tôi và ông tôi đã đưa tên của ông vào vũ khí của người dân vùng hoang dã để chiếm được tài sản của các bạn ngày hôm nay.,Neutral,"Hãy yên tâm, mọi thứ đều ở đúng chỗ.",rus_Cyrl→zho_Hans
"Tôi 22 tuổi, anh trai tôi đã thuê tôi.",Sadness,"Tôi hiểu, mọi người, mọi người, mọi trọng tâm.",tur_Latn→deu_Latn
"Tôi 22 tuổi, bố, tôi đã cãi nhau với các chị em của mình, tôi rất nhớ bạn, khi bạn nghèo, bạn mượn mỗi bát gạo, khi bạn nhỏ, bạn giữ tôi trong giường, vì bạn sợ rằng tôi sẽ đi học sớm để ngủ, bây giờ chị em của bạn là người lớn, và tôi có cơ hội giúp bạn.",Sadness,"Tôi hiểu cảm giác đó, mọi người đều cảm thấy khó khăn đôi khi.",nld_Latn
"Tôi hy vọng bạn có thể cho tôi một chút thời gian, nhưng tôi sẽ nói với bạn rằng tôi sẽ cho bạn một chút thời gian, và bạn có thể cho tôi một chút thời gian, và bạn có thể cho tôi một chút thời gian, và bạn có thể cho tôi một chút thời gian, và bạn có thể cho tôi một chút thời gian, và bạn có thể cho tôi một chút thời gian, và bạn có thể cho tôi một chút thời gian, và bạn có thể cho tôi một chút thời gian, và bạn có thể cho tôi một chút thời gian, và bạn có thể cho tôi một chút thời gian, và bạn có thể cho tôi một chút thời gian, và bạn có thể cho tôi một chút thời gian, và bạn có thể cho tôi một chút thời gian, và bạn có thể cho tôi một chút thời gian, và bạn có thể cho tôi một chút thời gian, và bạn có thể cho tôi một chút thời gian, và bạn có thể cho tôi một chút thời gian, và bạn có thể cho tôi một chút thời gian, và bạn có thể cho tôi một chút thời gian, và bạn có thể cho tôi một chút thời gian.",Sadness,Tôi xin ngài.,zho_Hans→msa_Latn→fra_Latn
"Hãy tôn trọng nó khi bạn có thể. Đó là nhiệm vụ, đó là hạnh phúc. Tôi cảm thấy nghèo nàn vì tôi đã không có cơ hội để làm điều đó trong 16 năm qua. Tôi không có cơ hội để làm điều đó. Tôi ngưỡng mộ bạn.",Sadness,"Thời gian sẽ chữa lành cho bạn, nhưng đừng bỏ cuộc.",fra_Latn
"Nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe, nghe,",Sadness,Đôi khi chỉ cần một chút bình an là đủ.,ind_Latn→zho_Hans
"Tôi muốn nói với ông rằng, tôi muốn nói với ông rằng, tôi muốn nói với ông rằng tôi muốn nói với ông rằng tôi muốn nói với ông rằng tôi muốn nói với ông rằng tôi muốn nói với ông rằng tôi muốn nói với ông rằng tôi muốn nói với ông rằng tôi muốn nói với ông rằng tôi muốn nói với ông rằng tôi muốn nói với ông rằng tôi muốn nói với ông rằng tôi muốn nói với ông rằng tôi muốn nói với ông rằng tôi muốn nói với ông rằng tôi muốn nói với ông rằng tôi muốn nói với ông rằng tôi muốn nói với ông.",Sadness,Bây giờ chúng ta sẽ làm gì?,tur_Latn→ita_Latn→zho_Hans
"Tôi rời đi khi tôi 5 tuổi, tôi 2 tuổi, và cha tôi chăm sóc chúng tôi, và khi tôi đến cổng đại học, ông ấy để tôi ở với mẹ tôi, và bây giờ tôi biết phải làm gì.",Sadness,"Anh đã làm việc rất chăm chỉ, anh đã làm việc rất chăm chỉ.",rus_Cyrl→tha_Thai→eng_Latn
"Tôi ra đi khi tôi 5 tuổi, tôi 2 tuổi, cha tôi đưa tôi vào trường đại học, khi tôi mở cửa trường đại học, tôi để cha tôi theo sau mẹ tôi đi, bây giờ tôi biết tôi phải làm gì.",Sadness,"Tôi đã làm hết sức mình, tôi đã cố hết sức mình.",ind_Latn→nld_Latn→eng_Latn
"Người viết bài hát này có thật hay có ý nghĩa, nghe từng câu và cảm ơn những người can đảm đã thực hiện bài hát này với tất cả trái tim của họ.",Sadness,Hãy bình tĩnh với bản thân. Bạn không cần phải luôn mạnh mẽ.,tha_Thai
"Các tác giả hát những bài hát thực sự có ý nghĩa, lắng nghe từng câu, cảm ơn lòng dũng cảm của họ để thể hiện bài hát với tất cả trái tim của họ.",Sadness,"Hãy mềm mại với bản thân, bạn không cần phải mạnh mẽ mọi lúc.",ind_Latn
Bây giờ tôi đủ già để nghe anh hát nó.,Sadness,"Nó khó khăn ngay bây giờ, nhưng nó sẽ thành công.",msa_Latn→tha_Thai
"Tôi đã già, nên đã quá muộn để nghe bài hát này.",Sadness,"Giờ đây, điều này rất khó khăn, nhưng chúng ta có thể làm tốt hơn.",fra_Latn→kor_Hang
"Tôi không biết cha tôi từ khi tôi ra đời, mặc dù tôi 30 tuổi, nhưng tôi không biết cha tôi, mặc dù tôi còn nghỉ hưu.",Sadness,"Bây giờ rất khó khăn, nhưng mọi thứ sẽ ổn thôi.",ind_Latn→por_Latn
"Cha tôi là người đã sinh ra tôi trong 30 năm qua, tôi vẫn biết cha tôi, ông ấy vẫn là một trong những giám đốc điều hành.",Sadness,"Bây giờ, sau đó, bạn có thể nhìn thấy một cái gì đó như một cái gì đó như một cái gì đó như một cái gì đó như một cái gì đó như một cái gì đó như một cái gì đó như một cái gì đó như một cái gì đó như một cái gì đó như một cái gì đó như một cái gì đó như một cái gì đó như một cái gì đó như một cái gì đó như một cái gì đó như một cái gì đó như một cái gì đó như một cái gì đó như một cái gì đó như một cái gì đó như một cái gì đó như một cái gì đó như một cái gì đó như một cái gì đó như một cái gì đó như một cái gì đó như một cái gì đó như một cái gì đó như một cái gì đó như một cái gì đó như một cái gì đó như một cái gì đó như một cái gì đó như một cái gì đó như một cái gì đó như một cái gì đó như một cái gì đó như một cái gì đó như một cái gì đó.",por_Latn→nld_Latn→jpn_Jpan
Địa điểm của bạn: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm: Địa điểm:,Sadness,"Nếu muốn khóc, hãy quét mắt và tiếp tục đi.",fil_Latn→zho_Hans
"Tôi biết ơn... tôi biết ơn... nhưng điều tôi biết 17 năm trước... ai khác có thể yêu cầu rằng chồng bạn không bắt đầu phàn nàn về bạn... rằng sẽ luôn có sự bình an, sự bình an và tình yêu trong mắt bạn, rằng bạn sẽ nghe những tin tốt, những tin vỡ, và sự bình an trong tay tình yêu sẽ đứng lên để cứu bạn khỏi dịch bệnh này, tình yêu của Thiên Chúa và tình yêu của Thiên Chúa, tình yêu của Chúa Giêsu Kitô, tình yêu của Mary và tình yêu của hòa bình.",Sadness,"Anh có thể khóc nếu anh muốn, rồi lau nước mắt và tiếp tục.",rus_Cyrl→eng_Latn→fra_Latn
Tôi hạnh phúc với cuộc sống của tôi Tôi hạnh phúc với cuộc sống của tôi Tôi hạnh phúc với cuộc sống của tôi Tôi hạnh phúc với cuộc sống của tôi Tôi hạnh phúc với cuộc sống của tôi Tôi hạnh phúc với cuộc sống của tôi Tôi hạnh phúc với cuộc sống của tôi Tôi hạnh phúc với cuộc sống của tôi Tôi hạnh phúc với cuộc sống của tôi Tôi hạnh phúc với cuộc sống của tôi Tôi hạnh phúc với cuộc sống của tôi Tôi hạnh phúc với cuộc sống của tôi Tôi hạnh phúc với cuộc sống của tôi Tôi hạnh phúc với cuộc sống của tôi,Sadness,"Es ist jetzt schwierig, aber dann wird es wieder gut",deu_Latn→tha_Thai→tur_Latn
"Tôi đã sống một cuộc đời đau khổ để nuôi con tôi cho đến nay. Tôi còn lại một cuộc đời. Tôi chết nhanh chóng và tôi không thể nuôi con tôi. Đó là nỗi đau và đau đớn không ngừng của cuộc đời tôi. Tôi xin lỗi, cha!",Sadness,"Nó không ổn bây giờ, nhưng nó sẽ tốt hơn.",tha_Thai→fra_Latn
"Tôi muốn anh rời khỏi cha tôi, tôi muốn anh rời khỏi cha tôi, tôi muốn anh rời khỏi cha tôi, tôi muốn anh rời khỏi cha tôi, tôi muốn anh rời khỏi cha tôi, tôi muốn anh rời khỏi cha tôi, tôi muốn anh rời khỏi cha tôi, tôi muốn anh rời khỏi cha tôi, tôi muốn anh rời khỏi cha tôi, tôi muốn anh rời khỏi cha tôi, tôi muốn anh rời khỏi cha tôi, tôi muốn anh rời khỏi cha tôi.",Sadness,"Bertrand, nếu anh muốn, thì rửa, rồi tiếp tục đi.",ind_Latn→zho_Hans→eng_Latn
"Anh ấy rất dũng cảm, giọng nói của anh ấy rất rõ ràng, mượt mà, và anh ấy nên hát với một chất lượng rất đặc biệt.",Sadness,"Hãy khóc, nhắm mắt lại và tiếp tục.",zho_Hans→jpn_Jpan
"Một giọng nói dũng cảm, một giọng nói sống động, một vật liệu độc đáo, một chút âm nhạc, một chút may mắn.",Sadness,Đang khóc Đang khô nước mắt,jpn_Jpan→ita_Latn
"Bố, con không nhìn thấy cha già của mình, không nhìn thấy bản thân mình cả đêm lạnh lùng, và đi cả đêm trong sương mù.",Sadness,Đôi khi chỉ cần bình tĩnh một chút thôi.,kor_Hang→spa_Latn
Tôi không bao giờ nhìn thấy ông già của mình nữa Tôi không bao giờ nhìn thấy ông già của mình nữa Tôi không bao giờ nhìn thấy ông ấy nữa Tôi không bao giờ nhìn thấy ông ấy nữa Tôi không bao giờ nhìn thấy ông ấy nữa Tôi không bao giờ nhìn thấy ông ấy nữa Tôi không bao giờ nhìn thấy ông ấy nữa Tôi không bao giờ nhìn thấy ông ấy nữa Tôi không bao giờ nhìn thấy ông ấy nữa,Sadness,Đôi khi chỉ cần tự cho mình một chút bình yên là đủ.,msa_Latn
"Những bài hát hay, những bài hát hay, những bài hát hay, những bài hát hay, những bài hát hay, những bài hát hay, những bài hát hay, những bài hát hay, những bài hát hay, những bài hát hay, những bài hát hay, những bài hát hay, những bài hát hay, những bài hát hay, những bài hát hay, những bài hát hay, những bài hát hay, những bài hát hay, những bài hát hay, những bài hát hay, những bài hát hay, những bài hát hay, những bài hát hay, những bài hát hay, những bài hát hay, những bài hát hay, những bài hát hay, những bài hát hay, những bài hát hay, những bài hát hay, những bài hát hay, những bài hát hay, những bài hát hay, những bài hát hay, những bài hát hay, những bài hát hay, những bài hát hay, những bài hát hay, những bài hát hay, những bài hát hay, những bài hát hay, những bài hát hay, những bài hát hay, những bài hát hay, những bài hát hay, những bài hát hay, những bài hát hay, những bài hát hay, những bài hát hay, những bài hát hay, những bài hát hay, những bài hát hay, những bài hát hay, những bài hát hay, những bài hát hay, những bài hát hay, những bài hát hay, những bài hát hay, những bài hát hay, những bài hát hay, những bài hát hay, những bài hát hay, những bài hát hay, những bài hát hay hay, những bài hát hay hay, những gì bạn biết, những gì bạn biết, những những gì bạn biết, những gì bạn biết, những gì bạn biết, những gì bạn biết, những gì bạn biết, những gì bạn biết, những gì bạn biết, những gì bạn biết, những gì bạn biết, những gì bạn biết, những gì bạn biết, những gì bạn biết, những gì bạn biết, những gì bạn biết, những gì bạn biết, những gì bạn biết, những gì bạn biết, những gì bạn biết, những gì bạn biết, những gì bạn biết, những gì bạn biết, những gì bạn biết, những gì bạn biết, những gì bạn biết, những gì bạn biết, những gì bạn biết, những gì bạn biết, những gì bạn biết, những gì bạn biết, những gì bạn biết, những gì bạn biết, những gì bạn biết, những gì bạn biết, những gì bạn biết, những gì",Neutral,"Đừng lo lắng, Tornado là chỗ của anh.",por_Latn→kor_Hang
"Nó tốt để hát, nó tốt để hát, nó tốt để hát, nó tốt để hát, nó tốt để hát, nó tốt để hát, nó tốt để hát, nó tốt để hát, nó tốt để hát, nó tốt để hát, nó tốt để hát, nó tốt để hát, nó tốt để hát, nó tốt để hát.",Neutral,"Đừng lo, mọi thứ đều ở đây.",kor_Hang→nld_Latn
"Nếu tôi chắc chắn rằng tôi sẽ không bao giờ chiến đấu, tôi sẽ luôn nhớ bạn.",Sadness,"Bây giờ nó khó khăn, nhưng sẽ khó khăn hơn nữa.",deu_Latn→ind_Latn→kor_Hang
"Nếu tôi là anh, tôi sẽ khác nhau kể từ khi anh mất đi, tôi sẽ không bao giờ nhớ anh, nhưng tôi đã không tập trung những ước muốn của mình, tôi chỉ muốn anh ở trong thế giới kia.",Sadness,"Bây giờ khó khăn, nhưng sẽ ổn thôi.",eng_Latn
"Parabéns, una segunda generación de sus hermanos Peixes es usted, mas cerebro é quien debe ser. Como las músicas que usted compone combinam mucho com a su voz com o su hermano!",Sadness,"Ya tentaste mucho, abraça-te a ti mismo",por_Latn→spa_Latn→kor_Hang
"Schöner bin der Schatz, ich bin der Schatz, ich bin der Schatz, ich bin der Schatz, ich bin der Schatz, ich bin der Schatz, ich bin der Schatz, ich bin der Schatz, ich bin der Schatz, ich bin der Schatz, ich bin der Schatz, ich bin der Schatz, ich bin der Schatz, ich bin der Schatz, ich bin der Schatz, ich bin der Schatz, ich bin der Schatz, ich bin der Schatz, ich bin der Schatz, ich bin der Schatz, ich bin der Schatz, ich bin der Schatz, ich bin der Schatz, ich bin der Schatz, ich bin der Schatz, ich bin der Schatz, ich bin der Schatz, ich bin der Schatz, ich bin der Schatz, ich bin der Schatz, ich bin der Schatz, ich bin der Schatz, ich bin der Schatz, ich bin der Schatz, ich bin der Schatz, ich bin der Schatz, ich bin der Schatz, ich bin der Schatz, ich bin der Schatz, ich bin ich bin der Schatz, ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin ich bin",Sadness,"Bây giờ nó khó khăn, nhưng sẽ khó khăn nữa.",deu_Latn→kor_Hang→nld_Latn
"Tôi đẹp trai, tôi vui, tôi vui, tôi vui, tôi vui, tôi vui, tôi vui, tôi vui, tôi vui, tôi vui, tôi vui, tôi vui, tôi vui, tôi vui, tôi vui, tôi vui, tôi vui",Sadness,"Mặc dù bây giờ khó khăn, nhưng mọi thứ sẽ ổn thôi.",zho_Hans→fil_Latn→fra_Latn
"Cha tôi đã đi biển 30 dặm kể từ khi cha tôi ra đi, tôi chỉ mới một tuổi, tôi không biết khuôn mặt của tôi là gì, nhưng tôi vẫn cảm thấy rằng cha tôi là tất cả mọi thứ.",Sadness,"Bạn đã cố gắng hết sức, hãy cố gắng nắm lấy nó.",ind_Latn
"Bố tôi đã đi biển 30 kg kể từ khi cha tôi ra đi. Tôi chỉ 1 tuổi. Tôi không biết ông ấy là gì, nhưng tôi vẫn cảm thấy ông ấy là tất cả mọi thứ của tôi. Tôi nhớ ông ấy rất nhiều.",Sadness,"Anh đã cố gắng rất nhiều, nên anh phải tự ôm mình.",tha_Thai
"Một ngàn nhà văn, một ngàn nhà văn, một ngàn nhà văn, một ngàn nhà văn, một ngàn nhà văn, một ngàn nhà văn, một ngàn nhà văn, một ngàn nhà văn, một ngàn nhà văn, một ngàn nhà văn, một ngàn nhà văn, một ngàn nhà văn, một ngàn nhà văn, một ngàn nhà văn, một ngàn nhà văn, một ngàn nhà văn, một ngàn nhà văn, một ngàn nhà văn, một ngàn nhà văn, một ngàn nhà văn, một ngàn nhà văn, một ngàn nhà văn, một ngàn nhà văn, một ngàn nhà văn, một ngàn nhà văn, một ngàn nhà văn, một ngàn nhà văn, một ngàn nhà văn, một ngàn nhà văn, một ngàn nhà văn, một ngàn nhà văn, một ngàn nhà văn, một ngàn nhà văn, một ngàn nhà văn, một ngàn nhà văn, một ngàn nhà văn, một ngàn nhà văn, một ngàn nhà văn, một ngàn nhà văn, một ngàn nhà văn, một ngàn nhà văn, một ngàn nhà văn, một ngàn nhà văn, một ngàn nhà văn, một ngàn nhà văn, một ngàn nhà văn.",Sadness,Thời gian có thể chữa lành cho bạn.,kor_Hang→deu_Latn
"Tôi sẽ đi xem phim, tôi sẽ nhìn thấy những người cha tôi, tôi sẽ khóc, tôi muốn thành công trong sự sáng tạo của tôi.",Sadness,"Tijd helpt je te hezen, nhưng geef niet op.",rus_Cyrl→nld_Latn→por_Latn
"Bố tôi đã chết 16 năm trước, và bây giờ tôi 84 tuổi, và tôi cảm ơn Chúa vì cô là người mạnh mẽ để cứu con tôi.",Sadness,Tôi hiểu nó là gì. Đôi khi chúng ta cảm thấy rất tệ.,rus_Cyrl→tha_Thai
"Bố tôi đã qua đời 16 năm trước, và giờ ông ấy 84 tuổi, cảm ơn Chúa vì mẹ tôi đã qua đời khỏe mạnh, giúp tôi và con cái tôi.",Sadness,"Capisco đến giữa, và lại đến giữa một lần nữa.",ita_Latn→rus_Cyrl
Tôi cảm ơn các nhạc sĩ đã khiến bố mẹ tôi hát bài hát này. Đây là lần đầu tiên hai người nô lệ làm hai công việc của tôi.,Sadness,Cảm giác mất đi cũng giống như nhiều lần khác.,fra_Latn→jpn_Jpan
"Cảm ơn bạn, nhạc sĩ đã dẫn dắt cuộc sống này, một bài hát tuyệt vời về việc là một người cha như vậy, và rất nhiều lần, hai quả bóng của tôi quay lên mặt tôi, nhưng hôm nay nó đã trở lại, và tôi biết rằng tôi nợ cuộc sống này vì tôi không thể thực hiện nghĩa vụ của tôi. Tôi nợ cha tôi, rất nhiều.",Sadness,"Cảm giác này sẽ biến mất, giống như mỗi lần bạn trải qua nó.",tha_Thai→nld_Latn
"Nếu bạn muốn có thêm thông tin chi tiết về những gì bạn muốn, bạn nên sử dụng ứng dụng này để có thêm thông tin chi tiết về những gì bạn muốn và cách bạn có thể có được nó.",Sadness,Tôi không biết.,kor_Hang→fil_Latn→ind_Latn
"Tất cả cuộc sống của cha mẹ tôi đã hy sinh cho tôi bây giờ tôi thấy và cuộc sống riêng tư của cha mẹ tôi đã già đi rất lâu và vẫn chưa trở về quê hương để ăn Tet mi familia en un país extranjero, ai biết?",Sadness,"El tiempo sẽ giúp bạn chữa lành, solo que no desistas.",spa_Latn→rus_Cyrl
"Âm thanh rất ngọt ngào, ca hát rất thú vị, người lắng nghe cảm thấy được yêu thương hơn, nhờ vào tác giả và nhờ vào một ca sĩ tuyệt vời, tuyệt vời như vậy.",Sadness,Đôi khi chỉ cần bình tĩnh một chút là đủ.,ita_Latn→fil_Latn
"giọng nói rất ngọt ngào, giọng nói rất xúc động, và khán giả ngày càng yêu mến cha tôi, nhờ tác giả và ca sĩ xuất sắc của mình.",Sadness,"Đôi khi, chỉ có một chút bình yên là đủ.",spa_Latn
"Đó là một bài hát tuyệt vời và bạn đã hát nó với cảm xúc, và khi bạn ở với cha mẹ, hãy tử tế và cân nhắc với họ.",Sadness,"Cảm giác này sẽ biến mất, giống như tất cả những lần khác mà anh đã trải qua.",eng_Latn
"Bài hát này rất tốt và bạn đã hát nó với cảm xúc, toàn thế giới khi bố bạn và tôi ở với họ.",Sadness,"Cảm giác này sẽ biến mất, như nhiều lần khác.",spa_Latn→nld_Latn
Tôi muốn bạn nói với tôi rằng tôi có thể nói với bạn rằng tôi có thể nói với bạn rằng tôi có thể nói với bạn rằng tôi có thể nói với bạn rằng tôi có thể nói với bạn rằng tôi không thể nói với bạn rằng tôi không thể nói với bạn rằng tôi không thể nói với bạn rằng tôi không thể nói với bạn.,Sadness,Có thể làm cho chúng ta cảm thấy như thế nào.,tur_Latn→fil_Latn→deu_Latn
"Các cuốn sách của các nhà khoa học, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo sư, giáo viên, giáo viên, giáo viên, giáo viên, giáo viên, giáo viên, giáo viên, giáo viên, giáo viên, giáo viên, giáo viên, giáo viên, giáo viên, giáo viên, giáo viên, giáo viên, giáo viên, giáo viên, giáo viên, giáo viên, giáo viên, giáo viên, giáo viên, giáo viên, giáo viên, giáo viên, giáo viên, giáo viên, giáo viên, giáo viên, giáo viên, giáo viên, giáo viên, giáo viên, giáo viên, giáo viên, giáo viên, giáo viên, giáo viên, giáo viên, giáo viên, giáo viên, giáo viên, giáo viên, giáo viên, giáo viên, giáo viên, giáo viên, giáo viên,",Sadness,Bây giờ chúng ta sẽ làm gì?,tur_Latn→zho_Hans
"Các bạn đã thấy tôi, các bạn đã thấy tôi, các bạn đã thấy tôi, các bạn đã thấy tôi, các bạn đã thấy tôi, các bạn đã thấy tôi, các bạn đã thấy tôi, các bạn đã thấy tôi, các bạn đã thấy tôi, các bạn đã thấy tôi, các bạn đã thấy tôi, các bạn đã thấy tôi, các bạn đã thấy tôi, các bạn đã thấy tôi, các bạn đã thấy tôi, các bạn đã thấy tôi, các bạn đã thấy tôi, các bạn đã thấy tôi, các bạn đã thấy tôi, các bạn đã thấy tôi, các bạn đã thấy tôi.",Sadness, ,zho_Hans→fil_Latn
"Tôi sẽ gặp ông, tôi sẽ gặp ông, tôi sẽ gặp ông, tôi sẽ gặp ông, tôi sẽ gặp ông, tôi sẽ gặp ông, tôi sẽ gặp ông, tôi sẽ gặp ông, tôi sẽ gặp ông, tôi sẽ gặp ông, tôi sẽ gặp ông, tôi sẽ gặp ông, tôi sẽ gặp ông, tôi sẽ gặp ông, tôi sẽ gặp ông.",Sadness,"Le temps vous guérira, mais n'abandonnez pas.",fra_Latn→nld_Latn
"Tôi không đồng ý với các ngươi, nhưng tôi đồng ý với các ngươi; tôi đồng ý với các ngươi, nhưng tôi không đồng ý với các ngươi; tôi đồng ý với các ngươi, nhưng tôi đồng ý với các ngươi.",Sadness,"Thời gian sẽ giúp bạn hồi phục, nhưng đừng bỏ cuộc.",msa_Latn→fra_Latn
Màu sắc màu cam màu cam màu cam màu cam màu cam màu cam màu cam màu cam màu cam màu cam màu cam màu cam màu cam màu cam màu cam màu cam màu cam màu cam màu cam màu cam màu cam màu cam màu cam màu cam màu cam màu cam màu cam màu cam màu cam màu cam màu cam màu cam màu cam màu cam màu cam màu cam màu cam màu cam màu cam màu cam màu cam màu cam màu cam màu cam màu cam màu cam màu cam màu cam màu cam màu cam màu cam,Sadness,Thời gian sẽ chữa lành cho bạn. Đừng bỏ cuộc.,kor_Hang→jpn_Jpan
"Cha thân mến, xin lỗi, cha thân mến, đừng lo về tôi.",Sadness,"Mặc dù bây giờ khó khăn, nhưng sau đó mọi thứ sẽ ổn thôi.",zho_Hans→ind_Latn
"Từ thời thơ ấu đến tuổi 30, tôi không biết tình yêu của tôi đối với bạn là gì, bạn cảm thấy như thế nào, bạn cảm thấy như thế nào, bạn cảm thấy như thế nào, bạn cảm thấy như thế nào, bạn cảm thấy như thế nào, bạn cảm thấy như thế nào, bạn cảm thấy như thế nào, bạn cảm thấy như thế nào, bạn cảm thấy như thế nào, bạn cảm thấy như thế nào, bạn cảm thấy như thế nào, bạn cảm thấy như thế nào.",Sadness,Manchmal chỉ là một chút yên tĩnh đủ.,deu_Latn→fil_Latn
"Từ khi còn nhỏ đến 30 năm trước, tôi không biết tình yêu của cha tôi là gì. Hãy nghe, hãy nhìn, hãy nhìn cơ thể tôi như thế nào. Ai có cha, hãy cố gắng gần gũi hơn với cha mình bên cạnh mẹ mình.",Sadness,"Đôi khi, chỉ cần một chút bình yên là đủ.",por_Latn
