comment_text,author,votes,time,predicted_emotion,confidence
Tym,@ĐÌNHTHINGUYÊN-g5k,0,1 tháng trước,Disgust,0.38072797656059265
Ông vũ trụ này ok nè lúc đầu thấy làm chỗ ngủ thôi là biết ông biết cách sinh tồn ròi😊,@nguyenrac182,0,1 tháng trước,Enjoyment,0.8879804015159607
"Sau này có làm clip sinh tồn thì cho thằng tú nó ở nhà đi anh Lâm, có nó đi tốn đồ ăn chứ chẳng được tích sự gì,nhìn nó như thằng làm biến, không có chút nào gọi là năng lực,clip sinh tồn nào có mặt nó là mất vui",@OngnoiMayne-wi3kz,0,1 tháng trước,Disgust,0.48407867550849915
Thông minh thật ban ngày ko lo nhóm lửa dụng trại đi.. tối mấy lọ chịu.. nói thật lỡ có bắt đk mồi trả nhé ăn sống 😂😂😂😂,@TopHoi,0,1 tháng trước,Fear,0.46078744530677795
Phan thiết dơ cánh tay nào ae ơi,@oxiu2006,0,1 tháng trước,Other,0.46018821001052856
Nếu em tham gia chắc nhất luôn,@cuocsonglamthue.8913,0,1 tháng trước,Other,0.6560248732566833
Có ông Thương nữa mới hay,@datxike173,0,1 tháng trước,Enjoyment,0.7156546115875244
vũ trụ quá hay,@HoàngDungTrần-e4d,0,1 tháng trước,Enjoyment,0.7021178007125854
Nhìn ông vũ trụ thấy kĩ năng st đỉnh hơn mấy người còn lại❤,@Khangg-b1w,0,1 tháng trước,Enjoyment,0.9012598991394043
Vũ Trụ vlog cao thủ rồi ai chơi lại,@misinhsan6699,0,1 tháng trước,Other,0.7330173850059509
Ông Vũ trụ giỏi quá luôn í,@LuuThiyennhung2415,0,1 tháng trước,Enjoyment,0.6762389540672302
Chưa coi hết mà biết ai thắng từ vòng giới thiệu lun😂,@thuylethanh3682,0,1 tháng trước,Enjoyment,0.5788260698318481
ông vũ trụ sinh tồn nhàn thật =))),@MinhKhangNguyenPham-k9v,0,1 tháng trước,Enjoyment,0.8955845236778259
🍀,@QuanTran-jq7pu,0,1 tháng trước,Enjoyment,0.7352889776229858
Vũ trụ out trình quá 😂,@NghiaLuong-pb9wy,0,1 tháng trước,Enjoyment,0.8181921243667603
Kỹ năng của vũ trụ vlog là khổi bàn rồi.tôi mới coi thôi kết quả chưa biết nhưng nào nhưng chắc là ổng thắng.,@NamHoangphuc,0,1 tháng trước,Enjoyment,0.7341466546058655
Nhìn ông vũ trụ sây trại là biết bro rồi,@DfaoNhaan,0,1 tháng trước,Enjoyment,0.3577074706554413
tập này toàn công tử xem chán vc 😂,@TranHau-qt5mm,0,1 tháng trước,Sadness,0.7347070574760437
cái mặt ông áo xám giống thầy giáo 3,@16promaxIphone-t4u,0,1 tháng trước,Disgust,0.6517742276191711
Mời ông Vũ Trụ Vlos thì khỏi nói 😅 cha đó sinh tồn đỉnh à nha 😅 mấy khách mời kia gg là cái chắc,@KhaNguyen-zf3sr,0,1 tháng trước,Disgust,0.6235393285751343
♥️,@NamPham-bz5sh,0,1 tháng trước,Enjoyment,0.7187678813934326
2,@minhtanvo8395,0,1 tháng trước,Enjoyment,0.38697510957717896
vũ trụ vlog đúng chất là đi sinh tồn,@travjsalone895,0,1 tháng trước,Other,0.5208674669265747
Đoán vội vũ trụ tháng thì phải thì vũ trụ là vô sinh tồn ❤❤❤❤,@PhongMua-q4h,0,1 tháng trước,Other,0.6026203036308289
ℙ𝕣𝕖𝕞𝕚𝕦𝕞,@dang_loading,0,1 tháng trước,Enjoyment,0.5347824096679688
Vũ trụ trắng chắc rồi.,@PhiNguyen-cb8nx,0,1 tháng trước,Sadness,0.9083656668663025
Hi,@ThếTốngQuang,0,1 tháng trước,Enjoyment,0.7670373320579529
Hi. chào cả nhà.,@HuyOnTheGo,1,1 tháng trước,Sadness,0.6260948777198792
ước gì đc tham gia giao luu cùng a vũ trụ 1 game hẹ hẹ ❤ vừa stragames là thây có kêt quả rôi 😅,@BaoHuynh-vj6gh,0,1 tháng trước,Enjoyment,0.6179574131965637
Mới xem biết ai thắng luôn ak 😅,@SuongBui-c3x,0,1 tháng trước,Enjoyment,0.8017911314964294
"Anh ân, 9:37 9:39 Ân gói dấy bạt 😂",@trongtri01,0,1 tháng trước,Sadness,0.4245224595069885
Làm sao dc a Lâm mời chơi vậy a,@DuyDuy-h4x,0,1 tháng trước,Other,0.6226821541786194
Chơi này xog chắc về sổ sán là vừa 😂,@KhanhGia-h3k,0,1 tháng trước,Other,0.48049864172935486
Nếu mà tôi mà đi tham gia trong rừng như này cle bản thân mình sống một tháng luôn quá,@LangvănTân-x1j,0,1 tháng trước,Sadness,0.36293765902519226
Em có gửi Mail cho anh rồi ạ em muốn gia nhập team ạ,@nguyenhoainam3366,0,1 tháng trước,Enjoyment,0.4313293993473053
Từ lúc bắt đầu thử thách làm nơi trú ẩn là mình đoán được người nào sẽ bỏ cuộc sớm rồi mình thấy ông vũ trụ là ok nhất,@TrungHoàng-c2o,0,1 tháng trước (đã chỉnh sửa),Enjoyment,0.6858482956886292
Haizzzzz vừa tạo acc gặp trùm cuối :(,@VuNguyen-ls4up,0,1 tháng trước,Sadness,0.8746007680892944
Vũ trụ out trình quá,@hoangbz6441,0,1 tháng trước,Enjoyment,0.3860606253147125
🎉🎉🎉,@GzhzhzhxZbzbz,0,1 tháng trước,Enjoyment,0.6788004040718079
Ông vũ trụ có khinh nghiệm sinh tồn luôn,@soolee1207,0,1 tháng trước,Other,0.5358991026878357
quả đỏ đỏ giống măng cụt ngoài bắc quả đấy tên quả chu gọi tên theo từng khu vựa đặc sản ăn ngon lắm anh,@linhvan547,0,1 tháng trước,Enjoyment,0.8761438131332397
Sao ekip ko đem theo lều ta 😂,@PhátTrần-j3b,0,1 tháng trước,Sadness,0.49125105142593384
tập này hây đồ đạc giống nhau thi đấu công bằng thắng bại tại kỹ năng,@2k4jinbei17,0,1 tháng trước,Enjoyment,0.4188357889652252
Hi anh,@Caucatunhien98,0,1 tháng trước,Enjoyment,0.8309792280197144
Vừa thấy Vũ là biết kết quả rồi… fan Vũ Trụ nha mọi người,@hauc.e.oofficial,0,1 tháng trước,Enjoyment,0.9165467619895935
Vũ trụ xứng đáng luôn á .,@OanhTiit,0,1 tháng trước,Enjoyment,0.7281872034072876
Vũ trụ out trình,@QuangDuc23,0,1 tháng trước,Other,0.7139863967895508
Trao giải cho sếp vũ trụ trước đi a lâm,@minhle-nl4kc,0,1 tháng trước,Other,0.5528202652931213
quá hay luôn . trong rừng này ai mà vip vip tí là chỉ cần 1 xẻng 1 riều hoặc cưa vs lửa là ở cả 100 ngày cũng được,@Sergeant-H2,0,1 tháng trước,Enjoyment,0.7738856077194214
Em đi đc ko anh Lâm em đi là ở 1 tháng luôn😊,@Tuanvlog-zx1yf,0,1 tháng trước,Enjoyment,0.40247756242752075
Ân cute v,@HQ--BuiThiPhuongAnh,0,1 tháng trước,Enjoyment,0.8988266587257385
Mình muốn choi,@aoTruc-tl6yv,0,1 tháng trước,Enjoyment,0.415458083152771
a vũ ông trùm sinh tồn kkkk,@HIEUMEOOFFICIAL,0,1 tháng trước,Enjoyment,0.8986987471580505
Vl ông Vũ Trụ Vlog vừa nghe tên là biết out trình mấy ông còn lại luôn ấy,@LâmHuỳnhNgọc-d6x,0,1 tháng trước,Enjoyment,0.8045649528503418
"E muốn thi một lần 
E thật lòng muốn 
E iu a",@LuanNguyen-so3sf,0,1 tháng trước,Enjoyment,0.5377107858657837
Cho t tú vô phí slot,@sunny6434,0,1 tháng trước,Other,0.6264013648033142
Ko tháng đc AK sang vlog đâu 😂❤🎉,@BanHa-tr7dm,0,1 tháng trước,Enjoyment,0.5791014432907104
mời ah côn bên phd team đi :)) bx cs ah thắng bên phd rồi :),@mink11-min,0,1 tháng trước,Enjoyment,0.9063485264778137
Mong vòng gala là sinh tồn để gặp vua lì đòn 😂,@tranthuc5990,0,1 tháng trước,Enjoyment,0.514341413974762
Chơi luôn 1 tháng tui sẽ đăng ký Chơi,@NoOk-h2q,0,1 tháng trước,Enjoyment,0.6403039693832397
12 tiếng quá dễ,@NoOk-h2q,0,1 tháng trước,Enjoyment,0.7288842797279358
moi vo thay ong vu tru biet thang vong` nay r kkk,@tuenguyen5569,0,1 tháng trước,Sadness,0.5482822060585022
Ông vũ trụ thì nói làm gì nữa. Pro rồi,@haivu3931,0,1 tháng trước,Other,0.44032639265060425
vào gala mà sinh tồn nữa thì vũ trụ lại win,@AnhDentist91,0,1 tháng trước,Other,0.6326741576194763
Mời sang vlong chơi đi anh ơi 😂,@quangbui2268,0,1 tháng trước,Enjoyment,0.6949816942214966
Ah lâm làm cả ngàn clip đánh lửa mà mấy ông này đánh nhìn hài vãi😢 éo hiểu kiểu gì,@mintodeloc7377,0,1 tháng trước,Disgust,0.6914710402488708
.,@tichuotchaotuibay,0,1 tháng trước,Sadness,0.584265947341919
.,@tranquoctrung8279,0,1 tháng trước,Sadness,0.584265947341919
Anh Vũ Trụ nhìn giản dị hiền lành quá,@Shuynday23,0,1 tháng trước,Disgust,0.38869401812553406
Vũ trụ chơi hay quá lần sau mời nữa đi ạ,@aitran5477,0,1 tháng trước,Enjoyment,0.7167292833328247
chúc team a Lâm làm nhiều clip về sinh tồn như này nữa,@Sinhtồnhoangdã-68,0,1 tháng trước,Enjoyment,0.8004497289657593
ae sinh tồn  hay sinh quảng cáo,@VanphucTran-sf7kb,0,1 tháng trước,Other,0.7096801996231079
vừa mới giới thiệu người chơi là biết vũ trụ vlog win rồi kk,@AnhDentist91,0,1 tháng trước,Enjoyment,0.8750572204589844
ae nuôi  bl ha ae.,@VanphucTran-sf7kb,0,1 tháng trước,Enjoyment,0.8905990719795227
Miền tây mãi đỉnh bạn ơi ❤❤❤,@ThietPhan-l8d6x,0,1 tháng trước,Enjoyment,0.9062074422836304
vũ trụ ao trình hết,@nguyenduyhuy1016,0,1 tháng trước,Other,0.6515631079673767
Ông Vũ trụ vlog có kênh riêng mà...sao chơi lại,@thanhkhuongnguyen7870,0,1 tháng trước,Other,0.41693347692489624
"A Vũ Trụ đỉnh quá , a Quang ổng ướt như chuột nhìn khổ khổ thương ghê luôn",@ngocnhinguyenthi9183,0,1 tháng trước,Enjoyment,0.7330223321914673
Xem anh vũ trụ từ phd qua đây đúng ãnh sinh tồn đỉnh thật.,@anhnguyen-vq3jj,0,1 tháng trước,Enjoyment,0.872394323348999
Sang sinh tôn chỉ  một  cái dao  tạo  lửa  bằng tre  mấy anh  này  dùng  đủ thú,@SuunBong,0,1 tháng trước,Other,0.33461132645606995
team Lâm giờ làm nền cho khách mời thôi ko thấy cố gắng nữa,@mashupvpopcover2439,0,1 tháng trước,Other,0.42885592579841614
xem mấy thử thách kiểu này chỉ nhớ tới anh Thương,@mtuanz,0,1 tháng trước,Other,0.6147872805595398
Từ đầu clip là bik ai thắng r.. a Vũ trụ sinh tồn dữ quá,@onizuka7411741,0,1 tháng trước,Fear,0.3042333424091339
"Ông vũ trụ khóc hay sao í thấy nước mắt rớt
😢😢",@PhongBuiduy-i9h,0,1 tháng trước,Sadness,0.909514844417572
tắt máy quay lại mang đồ hộp đồ kho có hi bia ra hup. hậu trường khác lên video,@SimSimTV-20,0,1 tháng trước,Other,0.4434897303581238
"đông người như vậy thì khoảng bao nhiêu ng quay camera mới quay kịp nhỉ , e tò mò hihi",@LanTrình-v5v,0,1 tháng trước,Sadness,0.45532503724098206
"Ông Giang nc phân tích kiểu tri thức , triết lý múa lửa là tui nghi nghi tạch sớm rồi 😂😂",@thanhtungtran394,2,1 tháng trước,Disgust,0.6363770961761475
bạn ơi nhưng ko phải người đầu tiên kaka,@taixỉusepgiang,0,1 tháng trước,Sadness,0.5130472183227539
18 t  mún chơi đc ko anh,@truongmenhac,0,1 tháng trước,Other,0.4490283727645874
Sinh tồn mà tú ngủ z thôi còn j là thi sinh tồn,@lamvohoang3050,0,1 tháng trước,Disgust,0.43357768654823303
Vlog của ông Vũ Trụ chứ sinh tồn j :))),@taivui,0,1 tháng trước,Enjoyment,0.6312129497528076
"Có lời khen cho ông Vũ Trụ
Nhưng không nấu canh măng cá suối là sai lầm về ẩm thực nha ông😂",@toiyeuyuamikami1457,0,1 tháng trước,Enjoyment,0.3098987936973572
Vô đập trụ kìa,@huyle-mw4cu,0,1 tháng trước,Other,0.4819025695323944
Người thắng  cuộc  này  là  kênh vũ trụ vlog.  Sinh tồn  rất  đỉnh,@HoaNguyenThai-qi9yn,0,1 tháng trước,Enjoyment,0.8830393552780151
Khó ai thắng đc ông vũ trụ  lắm,@TiếnMạnh-v8p,0,1 tháng trước,Other,0.4692733883857727
:),@VũKhangĐoànPhan,0,1 tháng trước,Enjoyment,0.4352055490016937
Ôg win đó nhìn ôg quỷ  điệt vc,@HungNguyen-bw5rs,0,1 tháng trước,Disgust,0.47340768575668335
hi,@quyn3640,0,1 tháng trước,Enjoyment,0.42454105615615845
Xinh quá,@KhảiĐức-r2d,0,1 tháng trước,Enjoyment,0.8341480493545532
Vũ trụ cố em ủng hộ anh đùnglàm em thất vọng😅😅😅😅😅😅,@dathagiang1912,0,1 tháng trước,Enjoyment,0.5637021660804749
"Người miền Tây k làm tôi thất vọng,10đ , Sinh tồn mà chill như đi du lịch=))",@ĐạtTrầnPhước-t5i,0,1 tháng trước,Sadness,0.6903291344642639
Ông tú phế vật trả biết lm qq gì thôi,@Vinhca196,0,1 tháng trước,Disgust,0.39411237835884094
Chuc mung em vu tru ❤❤❤🎉🎉🎉,@范玉饒-c4i,0,1 tháng trước,Enjoyment,0.7344238758087158
Chuc mung em vu tru co kha nang chien thang nha co len 😮🎉🎉🎉😊,@范玉饒-c4i,0,1 tháng trước,Sadness,0.5768869519233704
Mấy ông kia chơi kiểu cho có . A vũ trụ quá hấp dẫn,@VyLuu-um7zh,0,1 tháng trước,Disgust,0.6073889136314392
"anh vũ trụ sướng ghê, được 2 idol quay video luôn, 1 là Phương Hữu Duong 2 lam vlog 😅",@baolamne1,0,1 tháng trước,Enjoyment,0.8885972499847412
🦁,@ThànhTrầnMinh-q7q,0,1 tháng trước,Enjoyment,0.7352889776229858
Thằng ko mag ao di quay.thah ngồi rứa nằm ngu.kich ban co sẵn ….chán 😊,@chunglengoc5328,0,1 tháng trước,Sadness,0.4466205835342407
Còn thử thách nào không em tham gia với anh ơi,@HoangfHuy-m8l,0,1 tháng trước,Other,0.6974793076515198
Mới vào video thấy a vũ trụ chắc là win r,@anh5805,0,1 tháng trước,Enjoyment,0.8231462836265564
j,@mrlu3497,0,1 tháng trước,Enjoyment,0.5688815116882324
tại hạ bái phục Tú :D,@legiang7100,0,1 tháng trước,Enjoyment,0.9030277729034424
"Ông Vũ trụ vlogs kỹ năng sinh tồn đỉnh vđ, tìm được cả củ mài 😊",@Longnt1403,0,1 tháng trước,Enjoyment,0.9082595705986023
1 nam tui ms xem lai. ko sinh ton tui khong bh xem,@phamnhanchanel1309,0,1 tháng trước,Enjoyment,0.8023908734321594
Nhìn thấy ông Vũ Trụ vlog là hiểu r =]]],@VuNguyen-ls4up,0,1 tháng trước,Enjoyment,0.6981089115142822
hay phết,@NguyễnThuNgân-h2q6j,0,1 tháng trước,Enjoyment,0.8235346674919128
Máy ông này sinh tồn mà tháy hơi tội nha 😅,@Xuânhóa-x2t3c,0,1 tháng trước,Disgust,0.6160980463027954
"Ông vũ trụ không thấy hình chỉ nghe tiếng thôi lại thấy giống ông Thương ghê á, tham gia chương trình bao chill :))",@viphan8901,0,1 tháng trước,Enjoyment,0.8706428408622742
Vũ Trụ Vlog chơi thì thứ nào chịu nổi :))),@hinhpv,0,1 tháng trước,Enjoyment,0.8628668785095215
Em thấy sinh tồn cũng dễ mà có thêm bộ dụng cụ nx thì dễ rồi,@CanhNgoMinh,0,1 tháng trước,Enjoyment,0.4718528091907501
Ông vũ trụ thì ao trình quá,@Truyenngan04,0,2 tháng trước,Disgust,0.36230307817459106
Ông vũ trụ vlog sinh tồn là đỉnh kũa đỉnh goỳ khõi kần bàn,@luuangkhoa8392,0,2 tháng trước,Enjoyment,0.880240261554718
Ông vũ trụ kỹ năng sinh tồn tốt quá,@ThyTrầnDiễm-n1n,0,2 tháng trước,Enjoyment,0.7634488940238953
Toàn bọn gà công ngiệp😂 trừ vũ trụ,@Hàngbãigiátốt,0,2 tháng trước,Disgust,0.6001643538475037
Vũ trụ số 1 vn,@HieuNguyen-xi9ff,1,2 tháng trước,Enjoyment,0.8359761238098145
Vũ trụ vlong đỉnh rồi ông từng trội lênh đênh sông vung tàu😊,@Minhhen1997,0,2 tháng trước,Enjoyment,0.8964964747428894
Đăng ký tham gia thử thách đc k anh Lâm,@NhatDongNaiVlog,0,2 tháng trước,Enjoyment,0.9034777283668518
Mình xinh tồn 10 ngày còn được .vụ trụ volog xinh tồn Qên rồi sao chơi lại.nen thắng là tất nhiên rồi,@tatio9475,0,2 tháng trước,Sadness,0.4072498679161072
Ông vũ trụ chuyên sinh tồn ai chơi lại ổng,@TrungThuậnNguyễn-o2j,0,2 tháng trước,Other,0.6989265084266663
Cho e xin vị trí với a Lâm:))),@haitran1454,0,2 tháng trước,Enjoyment,0.8781965374946594
Thằng tú mà chơi cái gì chỉ ở nhà ăn thôi,@quochailuu551,0,2 tháng trước,Disgust,0.6387664675712585
Thật ôg vũ trụ đẳng cấpp,@EmTruongcanh-j6x,0,2 tháng trước,Enjoyment,0.8415824770927429
Cho anh hào vô quay cùng đi,@endermanpro7927,0,2 tháng trước,Other,0.6991682052612305
Chú Vũ Trụ dễ thương ghê á,@ctnvamotchutkiniem,0,2 tháng trước,Enjoyment,0.8894733190536499
Ae cho hỏi làm sao để tham gia sinh tồn ạ,@Ninhntvlog,0,2 tháng trước,Other,0.7070704698562622
Anh nhìn già hơn rồi😢,@HoangNguyen-dv3yz,0,2 tháng trước,Sadness,0.8347172737121582
đầu game nhìn phát bt vũ trụ vlog win r😂,@KhangMinh-c8s,0,2 tháng trước,Enjoyment,0.9052706360816956
"Mỗi người 1 nơi chứ.
Ở gần nhau ntn. Chưa kịch tính lắm",@ChOMTV93,0,2 tháng trước,Sadness,0.736321210861206
K cho đem thuốc hút hã?,@vanthanh6400,0,2 tháng trước,Other,0.7290953397750854
Nhìn ông vũ trụ chill vãiii,@NguyênTên-u2y,1,2 tháng trước,Enjoyment,0.9015876650810242
goat vũ trụ,@TamTran-rr7sq,0,2 tháng trước,Enjoyment,0.47297239303588867
Chả ra cái quái gì mà cũng có người xem,@WWTIENNGA,0,2 tháng trước,Disgust,0.4146432876586914
Vừa vào videos thấy vũ trụ là biết ai win rồi 😂😂😂,@butottv4215,0,2 tháng trước,Enjoyment,0.8914430141448975
Em nghî anh vs sinh tón voi sang vlog,@LongHoàng-n4k,1,2 tháng trước,Other,0.2906051278114319
Đẩy nhanh seri này đi anh,@mrnobody98246,0,2 tháng trước,Other,0.6525248289108276
Biết chắc là ong vu tru thang roi.vi ong sinh tồn cung hay lắm,@hongaole5834,0,2 tháng trước,Enjoyment,0.9061875343322754
🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬,@baothie557,0,2 tháng trước,Sadness,0.7770162224769592
Sinh tồn thì được một mình ông vũ trụ out trình..  còn mấy ông kia công tử bột biết kĩ năng sinh tồn là gì đâu..,@hoanglinhnguyen9942,0,2 tháng trước,Disgust,0.44915956258773804
Sinh tồn lâu ngày mà nhìn cái chòi là thấy ko ổn rồi 😂😂,@HơnA-o1e,0,2 tháng trước,Sadness,0.7167305946350098
"Em mến chào các anh và cả nhà,xem các anh tự sinh tồn trong rừng thật vui và hấp dẫn và được có thưởng rất vui ❤❤🎉🎉 like",@phuoctongmientay,0,2 tháng trước,Enjoyment,0.8155921697616577
Có vũ trụ vlog thêm sang vlog nữa sinh tồn cả năm😂,@Lee_of,0,2 tháng trước,Sadness,0.5232505202293396
Vu tru hoi đăng cấp nhe thang chất,@Sangvan-i9g,0,2 tháng trước,Enjoyment,0.9088013172149658
làm sao đăng kí tham gia chương trình đc ạ,@PhúcNguyễn-k4u,0,2 tháng trước,Other,0.7150626182556152
Vu trụ quay toàn ở biển nên cũng bớt,@TinNguyen-z6w3k,0,2 tháng trước,Other,0.691264808177948
Vũ trụ vlo win chắc,@TinNguyen-z6w3k,0,2 tháng trước,Other,0.6948094964027405
A. e fam a lâu rồi cho e chơi thử thách hoi a 1 lần đc hok a,@ThànhTúLý-z8g,0,2 tháng trước,Enjoyment,0.8955836892127991
Chúc Anh lâm vlg sớm đặt 11 triệu sút nha thấy thì cho xin 1 ❤nhé,@giangthihoa6368,0,2 tháng trước,Enjoyment,0.8118694424629211
Anh,@giangthihoa6368,1,2 tháng trước,Sadness,0.8191767930984497
Mấy bạn có ai biết chính xác chổ nào ở Tánh Linh Bình Thuận ko ạ? Cho mình xin location với 🥲,@chienvo4604,0,2 tháng trước,Sadness,0.4105101525783539
Anh làm phần 6 ở rừng ngập mặn TP HCM đi🎉,@hieuphung-fk6zy,0,2 tháng trước,Enjoyment,0.39752084016799927
Cho thằng tú out hộ cái. Vd sinh tồn nào cũng chỉ nằm ngủ rồi out. Chả có tác dụng gì,@huyHoàng-v8q5n,0,2 tháng trước,Disgust,0.5762662291526794
Chưa xem thì đã biết kết quả rồi. Người thì lm bên sinh tồn quá rành với dễ thích nghi. Người thì hùi giờ chỉ là người bình thường hoặc chơi để cho vui thì xem sao mà hấp dẫn đc? Mất cân bằng game.,@VuPhan-n4h,0,2 tháng trước,Sadness,0.4618871510028839
Mấy khứa này đi sinh tồn mà làm biến vãi thiệt,@sangvan4684,0,2 tháng trước,Disgust,0.6565567255020142
Bữa nào cho em chơi Sinh tồn thử với anh ơi,@ĐạiNguyễnSỹ-c9t4c,0,2 tháng trước,Other,0.7055875062942505
Tập này chán tài nguyên nhiều z mà kĩ năng hơi yếu có mỗi chú vũ trụ vớt vát đc,@GiangLan-f2x,0,2 tháng trước,Disgust,0.3941906988620758
A Vũ Trụ đỉnh vchh,@dungvuong3146,0,2 tháng trước,Enjoyment,0.8990085124969482
Nhìn mấy ông thành phố nhìn kỹ năng kém thật sự làm nhà mà như mấy đứa con nít làm trò chơi cơm canh😅,@duongtranvlog1488,0,2 tháng trước (đã chỉnh sửa),Disgust,0.7347106337547302
công tử bột không có anh vũ trụ là hayy,@NHD.2005,0,2 tháng trước,Disgust,0.5165441036224365
Ông  vũ trụ sinh tồn chill thật 😂😂😂😂,@thanhduy8593,0,2 tháng trước,Enjoyment,0.8741288185119629
Câu ngu lại bảo cá không ăn,@NamNguyễnhoàng-f3l,0,2 tháng trước,Disgust,0.7152458429336548
Sinh tồn kiểu này thực tế hay nè,@thanhduy8593,0,2 tháng trước,Enjoyment,0.6939586997032166
"Khứa Tú là người giỏi nhất á mọi người, mưa vậy mà nằm trùm vậy ngủ được. Ngồi ngay ngắn nhận của anh em tôi 1 lạy",@luongtudo,0,2 tháng trước,Enjoyment,0.4723286032676697
Toàn gà công nghiệp,@havandauha,0,2 tháng trước,Other,0.5892559289932251
"S tập này tui chính thức là fan anh Vũ Trụ nha chăm chỉ siêng năng chịu khó , chúc kênh anh phát triển nhiều hơn nữa nghen❤",@ngoc_nhu_9_7,0,2 tháng trước,Enjoyment,0.9007387757301331
vũ trụ đúng kiểu sinh tồn,@cunconvolg884,0,2 tháng trước,Other,0.584449291229248
"mới coi dc vài phút, đoán ngay Vũ Trụ Vlogs sẽ chiến thắng rồi. Để coi hết xem có bất ngờ gì ko.",@MarkDo9x,0,2 tháng trước,Enjoyment,0.807179868221283
"Mình có xem clip của vũ trụ, xem clip sinh tồn thì vũ trụ thắng chắc rồi.",@haphihai9407,0,2 tháng trước,Sadness,0.3975105881690979
Vũ trụ hay nha kỷ năng đầy mình,@DuongTrongLe,0,2 tháng trước,Enjoyment,0.8472392559051514
Duhexc,@Gamehayyyy,0,2 tháng trước,Other,0.5744483470916748
A vũ trụ có duyên quá có giải cũng ok 🎉,@thanhphuongnguyen1024,0,2 tháng trước,Enjoyment,0.8822371363639832
"Vũ Trụ vlog mà ko win vòng này tui đi bằng đầu , đẳng cấp cỡ ổng thì khỏi phải bàn rồi 😂",@LongNguyen-vo5kt,0,2 tháng trước,Other,0.505509078502655
Thấy ông lâm với ông vũ trụ vlog giống nhau quá trời . Ko biết ngày xưa ông bà có đi đâu gặp nhau ko . 😂😂 a em ai thấy thế ko,@trungphamvlog2723,0,2 tháng trước,Enjoyment,0.8521923422813416
Gì chứ có Vũ Trụ tham gia là thấy win rồi ổng trùm sinh tồn mà 😂,@soilj5421,0,2 tháng trước,Disgust,0.5758073329925537
Quá tuyệt vời ❤,@mcthanhloan3312,0,2 tháng trước,Enjoyment,0.8952796459197998
Mến Vũ Trụ nha,@CôngLê-r1c,0,2 tháng trước,Enjoyment,0.5193002223968506
Em xin slot xinh tồn đc ko ah lâm😢,@NguyenHung-wj7lz,0,2 tháng trước,Enjoyment,0.8721082806587219
Ông quang nhìn mặt hiền lành quá,@vietle-md3zk,0,2 tháng trước,Enjoyment,0.8386747241020203
Em rất mong a lâm mời em trong cuộc đời :(( em thật sự rất muốn tham gia bản thân cùng vs thử thách của anh,@RopKa-m6s,0,2 tháng trước,Sadness,0.5433257818222046
Anh vũ trụ đẳng cấp,@Daovannha97,0,2 tháng trước,Enjoyment,0.6840165257453918
Lâu lâu xem video của a lâm mà quảng cáo nhiều quá. Chắc e phải tải về xem cho đỡ quảng cáo thôi 😅😅😅,@atangel2415,0,2 tháng trước,Enjoyment,0.30966663360595703
"mọi người: củi ướt, mưa dột, lửa không lên, chòi lạnh,...
Vũ trụ: ăn cá, măng, khoai, làm chòi, ... =)))",@nguyenkhang4141,0,2 tháng trước,Sadness,0.8639277219772339
H cái bụng kh khác gì bụng bầu,@NguyeninhKhoi-zb2qk,0,2 tháng trước,Sadness,0.6181320548057556
51:45 nhạc GAG:)),@kietanh3648,0,2 tháng trước,Enjoyment,0.8768722414970398
Có vũ trụ thì ai qua nổi,@trungduyho6971,0,2 tháng trước,Other,0.7119167447090149
uqcddKx8,@jiklg7-,0,2 tháng trước,Enjoyment,0.7782443761825562
A vũ trụ bữa sinh tồn vs sáng bên PHD nè ❤❤,@ANH_GROUDOUN,0,2 tháng trước,Enjoyment,0.8795007467269897
vũ trụ nhìn như đang quay vlog cho kênh của mình vậy :)),@TrungPham-oy5bl,0,2 tháng trước,Enjoyment,0.6851483583450317
Cho anh Vũ Trụ Vlog tham gia nhiều thử thách sinh tồn thêm nữa nha anh Lâm,@CheemsBaller206,0,2 tháng trước,Enjoyment,0.7466142177581787
Giã từ từ thôi anh ơi xem không hết😅😅,@hhhhfff7851,0,2 tháng trước,Enjoyment,0.6693571209907532
Có Vũ Trụ cái là test được ngay sinh tồn real pro và sinh tồn tập sự ngay 🤪,@tienqb.official,0,2 tháng trước,Enjoyment,0.7573469877243042
"Đội nhà chỉ có Thương là đủ trình để chiến với những khách mời khủng long. thương Thương, chơi gì cũng hết mình, mà thắng thì lúc nào cũng chia sẽ người nhì hay đồng đội.",@dailoitv7582,0,2 tháng trước,Sadness,0.43923819065093994
Mấy og nầy mà sinh tồn gì vô cho vui chứ có kỹ năng đâu chơi.   Có og vũ trụ có kỹ năng bình tĩnh nhìn là biết ai thắng r,@LocPham-ik2ej,0,2 tháng trước,Disgust,0.6699901819229126
Vũ trụ còn sinh tồn tay không được có đồ hỗ trợ thì biết kết quả rồi đó,@chuvang4910,0,2 tháng trước,Sadness,0.46120089292526245
T ku tú nó lấy cây sơn lót ngủ ah,@ngocthannguyen2419,0,2 tháng trước,Other,0.6690579056739807
Con rất thích chú vũ trụ ở video này,@TôMì-b2g4l,0,2 tháng trước,Enjoyment,0.8871634602546692
Vũ Trụ Out trình tập này:))),@Nguyendeptrai123,0,2 tháng trước,Enjoyment,0.8780984282493591
