comment_text,author,votes,time
Ân cute v,@HQ--BuiThiPhuongAnh,0,1 tháng trước
Mình muốn choi,@aoTruc-tl6yv,0,1 tháng trước
a vũ ông trùm sinh tồn kkkk,@HIEUMEOOFFICIAL,0,1 tháng trước
Vl ông Vũ Trụ Vlog vừa nghe tên là biết out trình mấy ông còn lại luôn ấy,@LâmHuỳnhNgọc-d6x,0,1 tháng trước
"E muốn thi một lần 
E thật lòng muốn 
E iu a",@LuanNguyen-so3sf,0,1 tháng trước
Cho t tú vô phí slot,@sunny6434,0,1 tháng trước
Ko tháng đc AK sang vlog đâu 😂❤🎉,@BanHa-tr7dm,0,1 tháng trước
mời ah côn bên phd team đi :)) bx cs ah thắng bên phd rồi :),@mink11-min,0,1 tháng trước
Mong vòng gala là sinh tồn để gặp vua lì đòn 😂,@tranthuc5990,0,1 tháng trước
Chơi luôn 1 tháng tui sẽ đăng ký Chơi,@NoOk-h2q,0,1 tháng trước
12 tiếng quá dễ,@NoOk-h2q,0,1 tháng trước
moi vo thay ong vu tru biet thang vong` nay r kkk,@tuenguyen5569,0,1 tháng trước
Ông vũ trụ thì nói làm gì nữa. Pro rồi,@haivu3931,0,1 tháng trước
vào gala mà sinh tồn nữa thì vũ trụ lại win,@AnhDentist91,0,1 tháng trước
Mời sang vlong chơi đi anh ơi 😂,@quangbui2268,0,1 tháng trước
Ah lâm làm cả ngàn clip đánh lửa mà mấy ông này đánh nhìn hài vãi😢 éo hiểu kiểu gì,@mintodeloc7377,0,1 tháng trước
.,@tichuotchaotuibay,0,1 tháng trước
.,@tranquoctrung8279,0,1 tháng trước
Anh Vũ Trụ nhìn giản dị hiền lành quá,@Shuynday23,0,1 tháng trước
Vũ trụ chơi hay quá lần sau mời nữa đi ạ,@aitran5477,0,1 tháng trước
chúc team a Lâm làm nhiều clip về sinh tồn như này nữa,@Sinhtồnhoangdã-68,0,1 tháng trước
ae sinh tồn  hay sinh quảng cáo,@VanphucTran-sf7kb,0,1 tháng trước
vừa mới giới thiệu người chơi là biết vũ trụ vlog win rồi kk,@AnhDentist91,0,1 tháng trước
ae nuôi  bl ha ae.,@VanphucTran-sf7kb,0,1 tháng trước
Miền tây mãi đỉnh bạn ơi ❤❤❤,@ThietPhan-l8d6x,0,1 tháng trước
vũ trụ ao trình hết,@nguyenduyhuy1016,0,1 tháng trước
Ông Vũ trụ vlog có kênh riêng mà...sao chơi lại,@thanhkhuongnguyen7870,0,1 tháng trước
"A Vũ Trụ đỉnh quá , a Quang ổng ướt như chuột nhìn khổ khổ thương ghê luôn",@ngocnhinguyenthi9183,0,1 tháng trước
Xem anh vũ trụ từ phd qua đây đúng ãnh sinh tồn đỉnh thật.,@anhnguyen-vq3jj,0,1 tháng trước
Sang sinh tôn chỉ  một  cái dao  tạo  lửa  bằng tre  mấy anh  này  dùng  đủ thú,@SuunBong,0,1 tháng trước
team Lâm giờ làm nền cho khách mời thôi ko thấy cố gắng nữa,@mashupvpopcover2439,0,1 tháng trước
xem mấy thử thách kiểu này chỉ nhớ tới anh Thương,@mtuanz,0,1 tháng trước
Từ đầu clip là bik ai thắng r.. a Vũ trụ sinh tồn dữ quá,@onizuka7411741,0,1 tháng trước
"Ông vũ trụ khóc hay sao í thấy nước mắt rớt
😢😢",@PhongBuiduy-i9h,0,1 tháng trước
tắt máy quay lại mang đồ hộp đồ kho có hi bia ra hup. hậu trường khác lên video,@SimSimTV-20,0,1 tháng trước
"đông người như vậy thì khoảng bao nhiêu ng quay camera mới quay kịp nhỉ , e tò mò hihi",@LanTrình-v5v,0,1 tháng trước
"Ông Giang nc phân tích kiểu tri thức , triết lý múa lửa là tui nghi nghi tạch sớm rồi 😂😂",@thanhtungtran394,2,1 tháng trước
bạn ơi nhưng ko phải người đầu tiên kaka,@taixỉusepgiang,0,1 tháng trước
18 t  mún chơi đc ko anh,@truongmenhac,0,1 tháng trước
Sinh tồn mà tú ngủ z thôi còn j là thi sinh tồn,@lamvohoang3050,0,1 tháng trước
Vlog của ông Vũ Trụ chứ sinh tồn j :))),@taivui,0,1 tháng trước
"Có lời khen cho ông Vũ Trụ
Nhưng không nấu canh măng cá suối là sai lầm về ẩm thực nha ông😂",@toiyeuyuamikami1457,0,1 tháng trước
Vô đập trụ kìa,@huyle-mw4cu,0,1 tháng trước
Người thắng  cuộc  này  là  kênh vũ trụ vlog.  Sinh tồn  rất  đỉnh,@HoaNguyenThai-qi9yn,0,1 tháng trước
Khó ai thắng đc ông vũ trụ  lắm,@TiếnMạnh-v8p,0,1 tháng trước
:),@VũKhangĐoànPhan,0,1 tháng trước
Ôg win đó nhìn ôg quỷ  điệt vc,@HungNguyen-bw5rs,0,1 tháng trước
hi,@quyn3640,0,1 tháng trước
Xinh quá,@KhảiĐức-r2d,0,1 tháng trước
Vũ trụ cố em ủng hộ anh đùnglàm em thất vọng😅😅😅😅😅😅,@dathagiang1912,0,1 tháng trước
"Người miền Tây k làm tôi thất vọng,10đ , Sinh tồn mà chill như đi du lịch=))",@ĐạtTrầnPhước-t5i,0,1 tháng trước
Ông tú phế vật trả biết lm qq gì thôi,@Vinhca196,0,1 tháng trước
Chuc mung em vu tru ❤❤❤🎉🎉🎉,@范玉饒-c4i,0,1 tháng trước
Chuc mung em vu tru co kha nang chien thang nha co len 😮🎉🎉🎉😊,@范玉饒-c4i,0,1 tháng trước
Mấy ông kia chơi kiểu cho có . A vũ trụ quá hấp dẫn,@VyLuu-um7zh,0,1 tháng trước
"anh vũ trụ sướng ghê, được 2 idol quay video luôn, 1 là Phương Hữu Duong 2 lam vlog 😅",@baolamne1,0,1 tháng trước
🦁,@ThànhTrầnMinh-q7q,0,1 tháng trước
Thằng ko mag ao di quay.thah ngồi rứa nằm ngu.kich ban co sẵn ….chán 😊,@chunglengoc5328,0,1 tháng trước
Còn thử thách nào không em tham gia với anh ơi,@HoangfHuy-m8l,0,1 tháng trước
Mới vào video thấy a vũ trụ chắc là win r,@anh5805,0,1 tháng trước
j,@mrlu3497,0,1 tháng trước
tại hạ bái phục Tú :D,@legiang7100,0,1 tháng trước
"Ông Vũ trụ vlogs kỹ năng sinh tồn đỉnh vđ, tìm được cả củ mài 😊",@Longnt1403,0,1 tháng trước
1 nam tui ms xem lai. ko sinh ton tui khong bh xem,@phamnhanchanel1309,0,1 tháng trước
Nhìn thấy ông Vũ Trụ vlog là hiểu r =]]],@VuNguyen-ls4up,0,1 tháng trước
hay phết,@NguyễnThuNgân-h2q6j,0,1 tháng trước
Máy ông này sinh tồn mà tháy hơi tội nha 😅,@Xuânhóa-x2t3c,0,1 tháng trước
"Ông vũ trụ không thấy hình chỉ nghe tiếng thôi lại thấy giống ông Thương ghê á, tham gia chương trình bao chill :))",@viphan8901,0,1 tháng trước
Vũ Trụ Vlog chơi thì thứ nào chịu nổi :))),@hinhpv,0,1 tháng trước
Em thấy sinh tồn cũng dễ mà có thêm bộ dụng cụ nx thì dễ rồi,@CanhNgoMinh,0,1 tháng trước
Ông vũ trụ thì ao trình quá,@Truyenngan04,0,2 tháng trước
Ông vũ trụ vlog sinh tồn là đỉnh kũa đỉnh goỳ khõi kần bàn,@luuangkhoa8392,0,2 tháng trước
Ông vũ trụ kỹ năng sinh tồn tốt quá,@ThyTrầnDiễm-n1n,0,2 tháng trước
Toàn bọn gà công ngiệp😂 trừ vũ trụ,@Hàngbãigiátốt,0,2 tháng trước
Vũ trụ số 1 vn,@HieuNguyen-xi9ff,1,2 tháng trước
Vũ trụ vlong đỉnh rồi ông từng trội lênh đênh sông vung tàu😊,@Minhhen1997,0,2 tháng trước
Đăng ký tham gia thử thách đc k anh Lâm,@NhatDongNaiVlog,0,2 tháng trước
Mình xinh tồn 10 ngày còn được .vụ trụ volog xinh tồn Qên rồi sao chơi lại.nen thắng là tất nhiên rồi,@tatio9475,0,2 tháng trước
Ông vũ trụ chuyên sinh tồn ai chơi lại ổng,@TrungThuậnNguyễn-o2j,0,2 tháng trước
Cho e xin vị trí với a Lâm:))),@haitran1454,0,2 tháng trước
Thằng tú mà chơi cái gì chỉ ở nhà ăn thôi,@quochailuu551,0,2 tháng trước
Thật ôg vũ trụ đẳng cấpp,@EmTruongcanh-j6x,0,2 tháng trước
Cho anh hào vô quay cùng đi,@endermanpro7927,0,2 tháng trước
Chú Vũ Trụ dễ thương ghê á,@ctnvamotchutkiniem,0,2 tháng trước
Ae cho hỏi làm sao để tham gia sinh tồn ạ,@Ninhntvlog,0,2 tháng trước
Anh nhìn già hơn rồi😢,@HoangNguyen-dv3yz,0,2 tháng trước
đầu game nhìn phát bt vũ trụ vlog win r😂,@KhangMinh-c8s,0,2 tháng trước
"Mỗi người 1 nơi chứ.
Ở gần nhau ntn. Chưa kịch tính lắm",@ChOMTV93,0,2 tháng trước
K cho đem thuốc hút hã?,@vanthanh6400,0,2 tháng trước
Nhìn ông vũ trụ chill vãiii,@NguyênTên-u2y,1,2 tháng trước
goat vũ trụ,@TamTran-rr7sq,0,2 tháng trước
Chả ra cái quái gì mà cũng có người xem,@WWTIENNGA,0,2 tháng trước
Vừa vào videos thấy vũ trụ là biết ai win rồi 😂😂😂,@butottv4215,0,2 tháng trước
Em nghî anh vs sinh tón voi sang vlog,@LongHoàng-n4k,1,2 tháng trước
Đẩy nhanh seri này đi anh,@mrnobody98246,0,2 tháng trước
Biết chắc là ong vu tru thang roi.vi ong sinh tồn cung hay lắm,@hongaole5834,0,2 tháng trước
🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬,@baothie557,0,2 tháng trước
Sinh tồn thì được một mình ông vũ trụ out trình..  còn mấy ông kia công tử bột biết kĩ năng sinh tồn là gì đâu..,@hoanglinhnguyen9942,0,2 tháng trước
Sinh tồn lâu ngày mà nhìn cái chòi là thấy ko ổn rồi 😂😂,@HơnA-o1e,0,2 tháng trước
"Em mến chào các anh và cả nhà,xem các anh tự sinh tồn trong rừng thật vui và hấp dẫn và được có thưởng rất vui ❤❤🎉🎉 like",@phuoctongmientay,0,2 tháng trước
Có vũ trụ vlog thêm sang vlog nữa sinh tồn cả năm😂,@Lee_of,0,2 tháng trước
Vu tru hoi đăng cấp nhe thang chất,@Sangvan-i9g,0,2 tháng trước
làm sao đăng kí tham gia chương trình đc ạ,@PhúcNguyễn-k4u,0,2 tháng trước
Vu trụ quay toàn ở biển nên cũng bớt,@TinNguyen-z6w3k,0,2 tháng trước
Vũ trụ vlo win chắc,@TinNguyen-z6w3k,0,2 tháng trước
A. e fam a lâu rồi cho e chơi thử thách hoi a 1 lần đc hok a,@ThànhTúLý-z8g,0,2 tháng trước
Chúc Anh lâm vlg sớm đặt 11 triệu sút nha thấy thì cho xin 1 ❤nhé,@giangthihoa6368,0,2 tháng trước
Anh,@giangthihoa6368,1,2 tháng trước
Mấy bạn có ai biết chính xác chổ nào ở Tánh Linh Bình Thuận ko ạ? Cho mình xin location với 🥲,@chienvo4604,0,2 tháng trước
Anh làm phần 6 ở rừng ngập mặn TP HCM đi🎉,@hieuphung-fk6zy,0,2 tháng trước
Cho thằng tú out hộ cái. Vd sinh tồn nào cũng chỉ nằm ngủ rồi out. Chả có tác dụng gì,@huyHoàng-v8q5n,0,2 tháng trước
Chưa xem thì đã biết kết quả rồi. Người thì lm bên sinh tồn quá rành với dễ thích nghi. Người thì hùi giờ chỉ là người bình thường hoặc chơi để cho vui thì xem sao mà hấp dẫn đc? Mất cân bằng game.,@VuPhan-n4h,0,2 tháng trước
Mấy khứa này đi sinh tồn mà làm biến vãi thiệt,@sangvan4684,0,2 tháng trước
Bữa nào cho em chơi Sinh tồn thử với anh ơi,@ĐạiNguyễnSỹ-c9t4c,0,2 tháng trước
Tập này chán tài nguyên nhiều z mà kĩ năng hơi yếu có mỗi chú vũ trụ vớt vát đc,@GiangLan-f2x,0,2 tháng trước
A Vũ Trụ đỉnh vchh,@dungvuong3146,0,2 tháng trước
Nhìn mấy ông thành phố nhìn kỹ năng kém thật sự làm nhà mà như mấy đứa con nít làm trò chơi cơm canh😅,@duongtranvlog1488,0,2 tháng trước (đã chỉnh sửa)
công tử bột không có anh vũ trụ là hayy,@NHD.2005,0,2 tháng trước
Ông  vũ trụ sinh tồn chill thật 😂😂😂😂,@thanhduy8593,0,2 tháng trước
Câu ngu lại bảo cá không ăn,@NamNguyễnhoàng-f3l,0,2 tháng trước
Sinh tồn kiểu này thực tế hay nè,@thanhduy8593,0,2 tháng trước
"Khứa Tú là người giỏi nhất á mọi người, mưa vậy mà nằm trùm vậy ngủ được. Ngồi ngay ngắn nhận của anh em tôi 1 lạy",@luongtudo,0,2 tháng trước
Toàn gà công nghiệp,@havandauha,0,2 tháng trước
"S tập này tui chính thức là fan anh Vũ Trụ nha chăm chỉ siêng năng chịu khó , chúc kênh anh phát triển nhiều hơn nữa nghen❤",@ngoc_nhu_9_7,0,2 tháng trước
vũ trụ đúng kiểu sinh tồn,@cunconvolg884,0,2 tháng trước
"mới coi dc vài phút, đoán ngay Vũ Trụ Vlogs sẽ chiến thắng rồi. Để coi hết xem có bất ngờ gì ko.",@MarkDo9x,0,2 tháng trước
"Mình có xem clip của vũ trụ, xem clip sinh tồn thì vũ trụ thắng chắc rồi.",@haphihai9407,0,2 tháng trước
Vũ trụ hay nha kỷ năng đầy mình,@DuongTrongLe,0,2 tháng trước
Duhexc,@Gamehayyyy,0,2 tháng trước
A vũ trụ có duyên quá có giải cũng ok 🎉,@thanhphuongnguyen1024,0,2 tháng trước
"Vũ Trụ vlog mà ko win vòng này tui đi bằng đầu , đẳng cấp cỡ ổng thì khỏi phải bàn rồi 😂",@LongNguyen-vo5kt,0,2 tháng trước
Thấy ông lâm với ông vũ trụ vlog giống nhau quá trời . Ko biết ngày xưa ông bà có đi đâu gặp nhau ko . 😂😂 a em ai thấy thế ko,@trungphamvlog2723,0,2 tháng trước
Gì chứ có Vũ Trụ tham gia là thấy win rồi ổng trùm sinh tồn mà 😂,@soilj5421,0,2 tháng trước
Quá tuyệt vời ❤,@mcthanhloan3312,0,2 tháng trước
Mến Vũ Trụ nha,@CôngLê-r1c,0,2 tháng trước
Em xin slot xinh tồn đc ko ah lâm😢,@NguyenHung-wj7lz,0,2 tháng trước
Ông quang nhìn mặt hiền lành quá,@vietle-md3zk,0,2 tháng trước
Em rất mong a lâm mời em trong cuộc đời :(( em thật sự rất muốn tham gia bản thân cùng vs thử thách của anh,@RopKa-m6s,0,2 tháng trước
Anh vũ trụ đẳng cấp,@Daovannha97,0,2 tháng trước
Lâu lâu xem video của a lâm mà quảng cáo nhiều quá. Chắc e phải tải về xem cho đỡ quảng cáo thôi 😅😅😅,@atangel2415,0,2 tháng trước
"mọi người: củi ướt, mưa dột, lửa không lên, chòi lạnh,...
Vũ trụ: ăn cá, măng, khoai, làm chòi, ... =)))",@nguyenkhang4141,0,2 tháng trước
H cái bụng kh khác gì bụng bầu,@NguyeninhKhoi-zb2qk,0,2 tháng trước
51:45 nhạc GAG:)),@kietanh3648,0,2 tháng trước
Có vũ trụ thì ai qua nổi,@trungduyho6971,0,2 tháng trước
uqcddKx8,@jiklg7-,0,2 tháng trước
A vũ trụ bữa sinh tồn vs sáng bên PHD nè ❤❤,@ANH_GROUDOUN,0,2 tháng trước
vũ trụ nhìn như đang quay vlog cho kênh của mình vậy :)),@TrungPham-oy5bl,0,2 tháng trước
Cho anh Vũ Trụ Vlog tham gia nhiều thử thách sinh tồn thêm nữa nha anh Lâm,@CheemsBaller206,0,2 tháng trước
Giã từ từ thôi anh ơi xem không hết😅😅,@hhhhfff7851,0,2 tháng trước
Có Vũ Trụ cái là test được ngay sinh tồn real pro và sinh tồn tập sự ngay 🤪,@tienqb.official,0,2 tháng trước
"Đội nhà chỉ có Thương là đủ trình để chiến với những khách mời khủng long. thương Thương, chơi gì cũng hết mình, mà thắng thì lúc nào cũng chia sẽ người nhì hay đồng đội.",@dailoitv7582,0,2 tháng trước
Mấy og nầy mà sinh tồn gì vô cho vui chứ có kỹ năng đâu chơi.   Có og vũ trụ có kỹ năng bình tĩnh nhìn là biết ai thắng r,@LocPham-ik2ej,0,2 tháng trước
Vũ trụ còn sinh tồn tay không được có đồ hỗ trợ thì biết kết quả rồi đó,@chuvang4910,0,2 tháng trước
T ku tú nó lấy cây sơn lót ngủ ah,@ngocthannguyen2419,0,2 tháng trước
Con rất thích chú vũ trụ ở video này,@TôMì-b2g4l,0,2 tháng trước
Vũ Trụ Out trình tập này:))),@Nguyendeptrai123,0,2 tháng trước
Sao ông lâm vs ông vũ giống nhau z,@krysdo9179,0,2 tháng trước
"Nhìn ông vũ trụ sinh tồn, nhiều kinh nghiệm thật.",@hoanganh2443,0,2 tháng trước
ông vũ trụ sinh tồn nhìn chill vãi mới xây nhà là thấy hay r :0,@huytran-zj1vt,0,2 tháng trước
"Thằng tú giỏi ăn biến làm , đi sinh tồn như vậy thà khỏi đi",@TinTin-er7qv,0,2 tháng trước
Ông Vũ trụ chơi là thắng chắc,@minhngocangthi7009,0,2 tháng trước
tập 6 trên mặt nước chắc được,@HaTeNguyen_VN,0,2 tháng trước
Đối thủ của anh thương saoo,@AnhTuann2Q,0,2 tháng trước
ông vũ trụ ướt trình các đối thủ,@HẰNGCÚN-x9o,0,2 tháng trước
😊ông vũ trụ vlog đa. Từng tham gia sinh tồn trên đảo hoang cùng Sáng trong team PHD,@NghiaLy-i7i,0,2 tháng trước
haz,@SonNguyen-f4u6k,0,2 tháng trước
mr.beast việt lam,@sinhtonfhd,0,2 tháng trước
Tôi nghe thấy nhạc grow a garden😮,@aotruong2267,0,2 tháng trước (đã chỉnh sửa)
có cái này là các chuyên gia sinh tồn bàn phím mới biết nó khó thế nào,@ucthanhbui877,0,2 tháng trước
Rank cao thủ xuống rank đồng chơi à,@truongvovan4359,0,2 tháng trước
"ông Vũ Trụ này chơi hay quá ! phải mà khách mời 8,10 người cũng như ổng thì video siêu kịch tính luôn",@thanhvu7698,0,2 tháng trước
Anh lm thử thách 50h hc tiếng nhật tại trung tâm IMSD đi anh,@TháiLêthành-o4x,0,2 tháng trước
"Quay ghép chuyên nghiệp vào 
Nhìn như db v
Nhìn PhD mà học tập",@AcekslmAce,0,2 tháng trước
Suối có cá thì bao lụm,@Mancococ02,0,2 tháng trước
A hi em cảm,@PhucNguyen-d8n9q,0,2 tháng trước
"Tk tú này phế vật ăn hại, nên cho ra khỏi team",@HoàngNg-b3q,0,2 tháng trước
gg,@hocngu299,0,2 tháng trước
Trong các Anh em này chắc có lẽ Vũ trụ vlog là có kinh nghiệm và bản lĩnh sinh tồn nhất,@tinhbuicong3008,0,2 tháng trước
Trong các Anh em này chắc có lẽ Vũ trụ vlog là có kinh nghiệm và bản lĩnh sinh tồn nhất,@tinhbuicong3008,0,2 tháng trước
Tem PHD vẫn hay hơn,@Nhạcremixhot-p3e,0,2 tháng trước
tú cho nghĩ làm luôn đi anh làm biến,@KiệtNguyễn-l6w,0,2 tháng trước
Em xem video anh ko hiểu sao hư đth:))),@meobellthickmacdonal,0,2 tháng trước
Vũ Trụ đẳng cấp sinh tồn VN luôn rồi,@phamdieuphuongg03,0,2 tháng trước (đã chỉnh sửa)
Giá như ở bắc thì mình muốn sinh tồn thi với vũ trụ,@MạnhNguyễnĐình-b1y,0,2 tháng trước
Ông vũ trụ này cũng tham gia sinh tồn với team phd rồi thì phải,@MạnhNguyễnĐình-b1y,0,2 tháng trước
Hồi hộp quá ạ 😊,@phuocmeme98,0,2 tháng trước
Vũ Trụ đánh lửa quá dễ dàng rồi.. làm cung kéo các kiểu anh ơi :v,@huannguyenvan7400,0,2 tháng trước
thấy Vũ Trụ Vlog là biết ai WIN nha.. chưa xem :V,@huannguyenvan7400,0,2 tháng trước
Ủng hộ bạn Vũ trụ vlog 1 dký vì phần thể hiện xuất sắc của bạn,@khoaoan2644,0,2 tháng trước
Ý kiến nghe hợp lý và hay đấy,@PHAMGIA434,0,2 tháng trước
Địa điểm bình thuận nhưng Sinh khó núi tà cú đc không a,@ngocduyvlog8689,0,2 tháng trước
E xin chơi Sinh tồn ạ,@ngocduyvlog8689,0,2 tháng trước
cần gì tăng độ khó nữa ! có best sinh tồn Vũ Trụ Vlog là độ khó max rồi còn gì 😁,@MinhTuấn61BD,0,2 tháng trước
Ông vũ trụ ổng nói ở 10-20 bữa là nói thiệt đó,@MinhHiếuTrầnDương,0,2 tháng trước
Em nghĩ anh lâm làm một tập ở rừng cấm trại 2ng1đ đi thú vị lắm,@BeNguyen-f1u,0,2 tháng trước
51:00 : gâu ờ gây đình 😇,@Gilz-e-a,0,2 tháng trước
Nói chung ai cung dc trừ thag bắc kỳ . Lắm mồm ko làm dc cái tích sự j,@sangtien7019,0,2 tháng trước
"Ô 43:38 là thuộc tuýt ng mõm và nói khá nhiều, kĩ năng sinh tồn cũng chả có gì, dc cái văn dài, ae có thấy thế ko😂😂",@manuciansnvb9357,4,2 tháng trước
"nói rất hay , đc cái mõm ng ta đc đi sinh tồn  còn tk ko đi ngồi nhà xem phán rất hay rp",@TenHo-s9t,0,1 tháng trước
​ @TenHo-s9t nó nói đúng mà 😂,@huyav207_9z,0,1 tháng trước
"32:10 Đề nghị lần sau còn sinh tồn ko cho cu Tú đi,hhh,ko có kĩ năng sinh tồn, chỉ dc mỗi cái nhịn đói, nhà thì ko làm ,chán ổng gì đâu,phí mất 1 slot😅😅😅",@manuciansnvb9357,1,2 tháng trước (đã chỉnh sửa)
Mong sẽ có tập các kênh ytb sinh tồn đấu với nhau,@dungquoc8271,0,2 tháng trước
0,,0,2 tháng trước
Mua áo mấy lần mà k đc mời đi sinh tồn,@SyVan-hg7vw,0,2 tháng trước
Sao ông tú ổng lười ta 😂,@FutureAI-life,0,2 tháng trước
Anh lam,@KhaNguyên-i7l1g,0,2 tháng trước
"Này do mấy bạn còn trẻ thôi,như tui 34 35 t chắc sinh tồn khoảng 2 năm 🤣🤣",@Thanhtan-u6d,0,2 tháng trước
Chơi sinh tồn mà có ô Vũ Trụ thì ai chơi lại😂,@tamvuongvan9448,0,2 tháng trước
Đầu clip thấy có bạn Vũ Trụ Blog là biết bạn ấy thắng rồi vì clip của bạn ấy toàn Sinh tồn không mà 🎉🎉🎉🎉,@binhduongnewtv,0,2 tháng trước
PHD edit thua xa a lâm vlog,@amthucgamenew,0,2 tháng trước
A góp ý...cho các bạn dựng trại khoản cách xa xíu... chứ sinh tồn mà tập trung nhìn không hấp dẫn lắm..,@NhatquangHoson,0,2 tháng trước
bếnn cát nèeee,@gkvlog2009,0,2 tháng trước
😅vu tru la ok nhat  !!!!!!,@Spino-du7ph,0,2 tháng trước
anh làm 24g câu cá đi anh câu r nướng ăn á anh,@QuốcviệtHồbình,0,2 tháng trước
Vũ trụ vs sang vlog 😎,@33.TrọngNhân-u7d,0,2 tháng trước
Trái đó là trái thị đó anh Lâm,@nguyensang5301,0,2 tháng trước
Lâm dạo này nhìn phong độ ra đấy.,@sonphan5239,0,2 tháng trước
Em mua 1 cái áo,@trieunguyen-g7d,0,2 tháng trước
Lâm đồng rồi nha e Lâm. K còn bình thuận nha😂😂😂,@ĐìnhHuyNguyễn-b5z,0,2 tháng trước
Mời các chuyên gia sinh tồn thì video thời lượng hơi bị lâu 🤣,@longvo3067,0,2 tháng trước
ai cugnx hay hết tcung mong đc 1 lần trải nghiệm nhu mng tha~ tim,@VTTgaming2496,0,2 tháng trước
vũ trụ so kè voiws sếp lâm ai hơn ta???????,@VănMinhLê-g6l,0,2 tháng trước
"Game này sao không chơi kiểu Đạo tặc ta , dui á , bên kia đi làm đồ cái mình qua xin xíu đồ ăn với nước , khỏi cho để dành :))))",@Cole-VN,0,2 tháng trước
vũ trụ out trình quas,@KiênĐỗTrung-i4c,0,2 tháng trước
Anh Lâm làm thử thách không ngủ đi ạ,@SựPhạm-p7z,0,2 tháng trước
Nếu được chơi tôi sẽ cân được Vũ Trụ và cả Sang Vlog còn thương thì nghĩ thắng sẽ dể hơn,@lyvanhoavlog,0,2 tháng trước
Đi sinh tồn mà chỉ trùm rồi ngủ :))),@sonmusican3426,0,2 tháng trước
Anh Lâm ơi em có ý kiến anh nên tổ chức du lịch với  các thành viên công ty anh đi để mn gắn kết với nhau ạ,@quangnhat3861,0,2 tháng trước
"Lúc trc 5tr sub cũng 10tr, giờ 10tr sub rồi lên giá đi a",@ocbi382,0,2 tháng trước
Gala có a thương chắc hấp dẫn lắm,@tonybentre123,0,2 tháng trước
cho em tham gia sinh tồn với anh,@tuấnnguyễnvăn-d2x,0,2 tháng trước
Anh lâm ơi nào có pubg tập 2 vậy anh 😂,@noob-noname-v1z,0,2 tháng trước
"toàn phế,mình ông vũ trụ chắc cho ổng ở trong rừng luôn cũng được",@HoangTran-u7g,1,2 tháng trước
Có ai muốn team phd và lâm vlogs thi đấu thử thách sinh tồn cho comment này lên top,@binhtubi2,1,2 tháng trước (đã chỉnh sửa)
m,@XuanTruongVu-pn4ui,1,2 tháng trước
Ai muốn phd vs lâm vlogs  thì like,@truongdung9407,0,2 tháng trước
Ông vũ trụ này đấu vs thương được ă,@TiếnTrần-w6j5r,1,2 tháng trước
Cho em tham gia với shop ơi,@PhuongdaklakVLOG,0,2 tháng trước
Anh lâm hãy tiếm tục xe ri tập6 50 giờ,@KỳVăn-f8e,0,2 tháng trước
Đưa dan Tây nguyên lên ở ca tháng không doi,@hieuduong3403,0,2 tháng trước
Anh vũ trụ là trùm sinh tồn ❤❤,@toantruong1858,1,2 tháng trước
mời anh vũ trụ vào tem đi anh lâm,@HieuNguyenMinh-zn7zy,2,2 tháng trước
sao anh có nhạc trồng cây,@phượngphan-c3j,0,2 tháng trước
"thấy dàn thí sinh đợt này kiểu ko thực sự nghiêm túc với thử thách chương trình. Ông thì về do nhớ vợ, ông thì thèm thuốc (mình thừa biết là tham gia sẽ ko có thuốc hút mà vẫn nhận lời), ông thì kêu ko tạo ra lửa được do ƯỚT trong khi mọi người đều tạo lửa đc.",@Hihi-bd6tm,3,2 tháng trước
19:13 😂 to dị,@nghiatranhieu8640,0,2 tháng trước
Vũ trụ có kinh nghiệm nhiều mình nghĩ sẽ thắng 🎉,@thaihoanguyen2461,0,2 tháng trước
Em fan của anh vũ trụ em thấy ảnh chơi hơn mấy người kia lunn,@ToànQuốc-l7o,0,2 tháng trước
Cách mua áo như thế nào vậy a,@AnTran-sr4rp,0,2 tháng trước
Vũ trụ vô địch chắc r,@myteotv4300,0,2 tháng trước
Ông vũ trụ này mà thua về khỏi làm video sinh tồn luôn di nha😅,@CảnhNguyen-y2q3k,1,2 tháng trước
Vũ Trụ peak,@chaoskids4T,0,2 tháng trước
Mình cũng thấy ông Vũ trụ chịu khó nè 😅,@HaLam-hj9pu,0,2 tháng trước
Mr bít vn,@KhánhĐặng-b9t,0,2 tháng trước
"Wow! Xem xong mình nổi da gà luôn 😮🔥 Thật không ngờ chỉ với vài vật dụng đơn giản mà vẫn có thể sống sót giữa thiên nhiên hoang dã. Tinh thần kiên cường và khả năng ứng biến trong video này quá đỉnh! Ai dám thử đặt mình vào tình huống này giống như nhân vật không? Mình nghĩ đây không chỉ là thử thách, mà còn là bài học tuyệt vời về kỹ năng sinh tồn và sức mạnh ý chí!",@anvuisongkhoemoingay,2,2 tháng trước
mong ah ra thêm nhiều video hay hơn nx🥰,@LeblancThảo,0,2 tháng trước
"video sinh tồn mà Tú ko thấy có trách nhiệm gì cả . video nào cũng vậy , tẻ nhạt , lãnh xẹt . ko có ý chí , cống hiến cho video thêm hay",@haidenvlog,0,2 tháng trước
❤🎉🎉🎉🎉🎉❤,@TrangTháitv,0,2 tháng trước
Vô chơi mà thấy có vu trụ vlog là biet trước kết quả r,@bangluongamthuc5942,1,2 tháng trước
Có gala trốn tìm không anh,@ToanNguyenTrong-g6j,0,2 tháng trước
